priors_count,sex,race,age_cat,c_charge_degree,two_year_recid
3,Male,Caucasian,Less than 25,F,0
0,Male,African-American,Less than 25,F,0
1,Male,Caucasian,25 - 45,F,0
1,Female,Caucasian,25 - 45,M,0
5,Male,African-American,Greater than 45,F,1
2,Male,Caucasian,25 - 45,F,1
0,Male,African-American,Less than 25,F,1
6,Male,African-American,25 - 45,F,1
0,Male,Other,25 - 45,F,0
0,Male,African-American,25 - 45,F,0
1,Male,African-American,Less than 25,F,1
3,Male,African-American,Less than 25,F,1
1,Male,Caucasian,Less than 25,F,0
0,Male,Other,Greater than 45,M,0
2,Male,African-American,Less than 25,F,0
0,Female,African-American,25 - 45,M,0
0,Female,Caucasian,Greater than 45,M,1
2,Male,Hispanic,25 - 45,M,1
1,Male,African-American,25 - 45,F,0
13,Male,Hispanic,Greater than 45,F,0
22,Male,African-American,Greater than 45,F,1
0,Male,African-American,25 - 45,F,1
2,Male,Caucasian,25 - 45,F,0
0,Male,African-American,Greater than 45,M,0
3,Female,Caucasian,Less than 25,F,1
9,Female,Caucasian,25 - 45,M,1
1,Male,Hispanic,25 - 45,F,0
0,Male,Caucasian,Less than 25,F,1
3,Male,Caucasian,Greater than 45,M,1
2,Female,Caucasian,25 - 45,F,1
8,Male,African-American,25 - 45,F,1
0,Male,African-American,Less than 25,M,1
4,Female,African-American,25 - 45,F,0
0,Male,Caucasian,25 - 45,F,1
7,Male,Caucasian,25 - 45,F,1
0,Male,Other,25 - 45,F,1
1,Male,Caucasian,25 - 45,F,1
0,Female,African-American,25 - 45,M,0
3,Male,Caucasian,Greater than 45,M,0
0,Male,Caucasian,Less than 25,F,1
0,Male,Hispanic,Less than 25,M,1
5,Male,African-American,25 - 45,F,0
0,Male,African-American,25 - 45,F,0
6,Male,African-American,25 - 45,M,1
1,Female,African-American,Less than 25,M,0
11,Male,Caucasian,25 - 45,F,0
2,Male,African-American,Greater than 45,F,0
0,Male,Caucasian,Less than 25,F,0
2,Female,African-American,25 - 45,F,0
1,Male,Caucasian,Greater than 45,F,1
2,Male,Hispanic,25 - 45,F,0
17,Male,African-American,25 - 45,F,1
1,Female,Caucasian,Greater than 45,M,0
0,Male,Caucasian,25 - 45,F,0
0,Female,Other,25 - 45,M,1
17,Male,African-American,Greater than 45,F,1
0,Female,African-American,25 - 45,M,0
3,Male,Caucasian,25 - 45,M,1
1,Male,African-American,Less than 25,F,1
0,Male,African-American,25 - 45,F,0
2,Male,African-American,25 - 45,M,0
0,Male,Hispanic,25 - 45,F,1
4,Male,African-American,Greater than 45,F,0
0,Male,Caucasian,25 - 45,M,0
1,Male,African-American,25 - 45,F,1
0,Female,African-American,Less than 25,F,0
1,Female,African-American,Less than 25,F,0
0,Female,Hispanic,25 - 45,M,0
21,Male,African-American,25 - 45,F,1
18,Male,African-American,25 - 45,F,1
0,Male,Hispanic,Less than 25,M,1
1,Female,African-American,Greater than 45,F,0
9,Male,African-American,25 - 45,F,1
1,Male,African-American,Less than 25,F,0
0,Female,African-American,25 - 45,F,1
10,Male,African-American,25 - 45,M,0
1,Male,African-American,25 - 45,F,0
0,Male,African-American,25 - 45,F,0
2,Male,African-American,Less than 25,F,1
1,Male,Caucasian,25 - 45,F,1
1,Male,African-American,25 - 45,M,1
0,Male,Caucasian,25 - 45,F,0
0,Male,African-American,25 - 45,M,0
3,Male,Caucasian,Less than 25,F,1
0,Female,African-American,25 - 45,F,0
1,Male,Caucasian,Less than 25,F,1
1,Male,African-American,Less than 25,F,1
0,Female,Caucasian,25 - 45,F,0
2,Male,Caucasian,Greater than 45,F,0
1,Female,African-American,Greater than 45,F,1
4,Female,African-American,Less than 25,F,1
0,Female,Caucasian,25 - 45,M,0
2,Male,African-American,Less than 25,F,1
4,Female,African-American,25 - 45,F,1
0,Male,African-American,25 - 45,F,0
1,Male,Caucasian,25 - 45,M,1
3,Male,Caucasian,Greater than 45,F,0
0,Male,African-American,Less than 25,F,0
2,Male,African-American,Less than 25,F,1
3,Male,African-American,25 - 45,F,1
0,Male,Hispanic,25 - 45,F,0
0,Female,African-American,25 - 45,F,0
0,Male,African-American,25 - 45,M,1
2,Female,Caucasian,Greater than 45,F,0
2,Female,Other,25 - 45,F,0
0,Male,Caucasian,Less than 25,M,0
10,Male,African-American,25 - 45,F,1
5,Male,African-American,25 - 45,F,1
4,Male,African-American,Less than 25,F,1
0,Male,Caucasian,25 - 45,M,0
6,Female,Asian,Greater than 45,F,1
1,Male,Caucasian,25 - 45,M,0
13,Female,African-American,25 - 45,F,1
0,Male,Caucasian,25 - 45,F,1
1,Male,Hispanic,Greater than 45,F,1
4,Male,African-American,Greater than 45,M,0
1,Male,Hispanic,25 - 45,M,0
5,Male,Hispanic,Greater than 45,F,0
0,Male,Caucasian,25 - 45,F,1
3,Male,African-American,Greater than 45,M,0
2,Male,African-American,25 - 45,F,1
0,Female,African-American,Less than 25,M,1
2,Male,African-American,25 - 45,M,1
1,Male,Hispanic,25 - 45,F,1
0,Male,African-American,Less than 25,F,0
20,Male,African-American,Greater than 45,M,1
2,Male,Caucasian,Less than 25,F,0
2,Male,African-American,25 - 45,F,0
2,Female,Caucasian,25 - 45,F,1
6,Female,African-American,25 - 45,F,0
12,Male,African-American,Greater than 45,M,1
1,Male,African-American,Less than 25,F,1
4,Male,African-American,Greater than 45,F,1
8,Male,African-American,Greater than 45,M,0
0,Male,African-American,25 - 45,F,0
0,Male,Caucasian,Less than 25,F,0
0,Male,Caucasian,25 - 45,F,1
0,Male,African-American,25 - 45,M,1
2,Male,Caucasian,25 - 45,F,0
2,Male,Caucasian,25 - 45,F,0
0,Female,African-American,25 - 45,M,1
7,Male,African-American,25 - 45,F,0
0,Male,African-American,Greater than 45,M,1
5,Male,Caucasian,25 - 45,F,1
16,Male,African-American,25 - 45,M,1
1,Male,Other,25 - 45,F,0
1,Female,Caucasian,Greater than 45,M,0
2,Male,African-American,Less than 25,F,0
2,Male,Caucasian,25 - 45,F,1
0,Male,Hispanic,25 - 45,M,1
6,Male,African-American,25 - 45,F,1
3,Female,Caucasian,25 - 45,F,1
0,Male,Caucasian,Less than 25,F,0
0,Male,African-American,Less than 25,F,1
10,Male,African-American,25 - 45,F,1
0,Male,African-American,25 - 45,F,0
1,Male,African-American,25 - 45,F,0
7,Male,Caucasian,25 - 45,F,1
2,Male,Native American,25 - 45,M,0
0,Male,African-American,25 - 45,M,1
1,Male,Hispanic,25 - 45,M,0
1,Male,African-American,Greater than 45,F,0
3,Male,Caucasian,Greater than 45,F,0
0,Male,African-American,25 - 45,F,0
0,Male,Caucasian,Greater than 45,M,0
2,Male,Caucasian,25 - 45,F,0
1,Male,African-American,Less than 25,M,0
9,Female,African-American,25 - 45,F,0
0,Male,Caucasian,Less than 25,M,1
5,Male,African-American,Greater than 45,M,1
6,Male,African-American,25 - 45,M,1
2,Male,Caucasian,Less than 25,F,1
2,Male,Caucasian,25 - 45,F,0
2,Male,African-American,Less than 25,F,0
4,Male,African-American,25 - 45,M,1
4,Female,Caucasian,Less than 25,M,1
0,Female,Caucasian,25 - 45,M,1
8,Male,African-American,25 - 45,F,1
29,Male,African-American,Greater than 45,F,1
3,Male,Caucasian,25 - 45,F,0
0,Female,Caucasian,Greater than 45,M,0
0,Male,Hispanic,25 - 45,F,0
0,Female,Caucasian,Less than 25,F,0
13,Male,African-American,Greater than 45,M,1
0,Male,Other,Greater than 45,F,0
2,Male,Caucasian,25 - 45,F,0
1,Male,African-American,Less than 25,F,0
1,Male,Hispanic,25 - 45,M,0
8,Male,African-American,25 - 45,F,0
3,Male,African-American,Less than 25,F,1
2,Male,African-American,25 - 45,F,0
11,Male,African-American,25 - 45,M,1
0,Female,Caucasian,Less than 25,F,0
4,Male,Other,Less than 25,F,0
4,Male,Caucasian,Greater than 45,M,1
15,Male,African-American,25 - 45,F,1
10,Male,African-American,25 - 45,F,1
15,Male,African-American,25 - 45,M,1
0,Male,Caucasian,Greater than 45,F,0
1,Male,Caucasian,25 - 45,F,0
3,Male,Caucasian,Greater than 45,M,1
10,Male,African-American,Greater than 45,M,1
0,Male,African-American,Less than 25,F,1
9,Male,African-American,25 - 45,F,0
0,Male,Caucasian,Greater than 45,F,0
3,Male,African-American,Less than 25,M,0
2,Male,Caucasian,Greater than 45,F,1
0,Male,Asian,25 - 45,F,0
0,Male,African-American,25 - 45,M,1
4,Male,Caucasian,25 - 45,M,1
5,Female,African-American,25 - 45,F,0
0,Female,Caucasian,Greater than 45,M,0
2,Male,Other,25 - 45,M,0
4,Male,Caucasian,25 - 45,F,1
7,Male,African-American,25 - 45,F,1
3,Male,Caucasian,Greater than 45,F,0
3,Male,African-American,25 - 45,F,1
0,Female,African-American,25 - 45,F,0
0,Female,African-American,25 - 45,M,1
1,Male,Caucasian,25 - 45,F,0
0,Female,Other,25 - 45,F,0
1,Male,African-American,Greater than 45,F,0
3,Male,African-American,25 - 45,M,0
1,Male,African-American,25 - 45,F,1
8,Male,Hispanic,Greater than 45,F,0
1,Male,Caucasian,Less than 25,F,0
0,Female,African-American,Less than 25,M,1
5,Male,African-American,25 - 45,F,1
0,Male,African-American,Less than 25,M,0
1,Male,Caucasian,Greater than 45,M,0
4,Male,African-American,Greater than 45,F,0
1,Male,Hispanic,25 - 45,M,0
2,Male,Caucasian,25 - 45,F,1
1,Male,Hispanic,25 - 45,F,0
5,Male,African-American,Less than 25,F,1
3,Male,African-American,Greater than 45,F,1
6,Male,African-American,25 - 45,M,1
1,Male,Caucasian,Greater than 45,F,0
1,Female,African-American,25 - 45,F,0
2,Female,African-American,25 - 45,M,0
0,Male,Caucasian,Less than 25,F,0
2,Male,Caucasian,25 - 45,F,0
2,Male,Other,25 - 45,F,0
3,Female,African-American,Less than 25,F,0
1,Male,Caucasian,25 - 45,F,0
0,Male,Hispanic,Less than 25,M,0
7,Male,African-American,25 - 45,F,1
4,Male,Hispanic,25 - 45,M,0
14,Male,African-American,25 - 45,F,0
2,Male,African-American,25 - 45,F,1
0,Male,Hispanic,Greater than 45,F,0
1,Female,Caucasian,25 - 45,F,0
16,Male,African-American,25 - 45,M,1
1,Male,African-American,25 - 45,M,0
0,Male,Caucasian,Less than 25,M,1
1,Female,Hispanic,25 - 45,F,1
0,Female,Other,Greater than 45,F,0
3,Male,African-American,25 - 45,M,1
6,Male,African-American,Greater than 45,F,0
0,Male,Caucasian,25 - 45,F,0
1,Male,African-American,Less than 25,F,1
1,Male,African-American,25 - 45,F,0
1,Male,African-American,Less than 25,F,0
2,Male,African-American,25 - 45,F,0
0,Male,African-American,Greater than 45,F,0
3,Male,Caucasian,25 - 45,M,0
0,Male,Caucasian,25 - 45,F,1
6,Male,Hispanic,25 - 45,F,1
1,Male,African-American,25 - 45,F,0
7,Male,African-American,25 - 45,M,1
7,Female,African-American,25 - 45,M,1
7,Male,African-American,25 - 45,F,1
7,Male,Caucasian,25 - 45,F,0
0,Male,African-American,25 - 45,M,0
3,Male,African-American,25 - 45,F,0
5,Female,Caucasian,25 - 45,F,1
3,Male,African-American,Greater than 45,F,0
1,Male,African-American,Less than 25,F,1
7,Male,African-American,25 - 45,F,1
6,Male,Caucasian,25 - 45,F,1
3,Male,Caucasian,Greater than 45,F,0
4,Male,Caucasian,25 - 45,F,1
3,Male,African-American,25 - 45,M,0
12,Male,African-American,25 - 45,F,1
1,Male,Hispanic,25 - 45,F,0
1,Male,Caucasian,Less than 25,F,0
1,Male,Hispanic,Greater than 45,F,0
3,Male,Caucasian,25 - 45,M,0
0,Female,Caucasian,Greater than 45,M,0
6,Male,Other,25 - 45,M,1
4,Male,African-American,25 - 45,M,0
2,Male,African-American,Less than 25,F,1
0,Female,African-American,Less than 25,M,0
2,Male,African-American,25 - 45,M,1
5,Male,African-American,25 - 45,M,1
2,Male,Caucasian,Less than 25,F,0
2,Female,African-American,Less than 25,F,1
1,Female,African-American,25 - 45,F,0
9,Male,African-American,Greater than 45,F,0
3,Female,African-American,25 - 45,F,1
7,Male,African-American,25 - 45,M,1
0,Male,Caucasian,Less than 25,F,1
4,Male,African-American,25 - 45,M,1
1,Male,Caucasian,Less than 25,F,1
8,Male,African-American,25 - 45,F,1
5,Male,Caucasian,25 - 45,M,0
0,Male,Hispanic,Greater than 45,F,1
3,Male,Caucasian,Greater than 45,F,0
5,Female,Caucasian,25 - 45,M,1
13,Male,African-American,Greater than 45,M,0
0,Male,Caucasian,Less than 25,F,0
29,Male,African-American,25 - 45,F,0
0,Female,Caucasian,Greater than 45,M,0
0,Female,Caucasian,Greater than 45,M,0
16,Male,African-American,Greater than 45,F,0
0,Female,Caucasian,25 - 45,M,0
4,Male,Caucasian,Greater than 45,M,0
5,Female,African-American,Less than 25,F,1
1,Male,African-American,25 - 45,M,1
19,Male,African-American,25 - 45,M,1
0,Male,Caucasian,25 - 45,M,0
3,Female,African-American,25 - 45,M,0
2,Male,Caucasian,25 - 45,F,0
3,Male,African-American,Less than 25,F,1
2,Male,Caucasian,25 - 45,F,0
3,Male,African-American,25 - 45,F,1
20,Male,African-American,25 - 45,F,1
2,Male,African-American,25 - 45,F,0
13,Female,African-American,25 - 45,F,0
19,Male,African-American,25 - 45,M,0
31,Male,Other,25 - 45,F,1
0,Male,Other,Greater than 45,M,0
1,Female,African-American,25 - 45,F,0
9,Male,African-American,25 - 45,F,1
1,Male,Caucasian,Less than 25,F,0
2,Male,African-American,25 - 45,F,1
24,Male,African-American,25 - 45,F,1
0,Male,Caucasian,25 - 45,F,0
0,Female,Other,Greater than 45,F,1
3,Male,Caucasian,Greater than 45,F,1
5,Male,Caucasian,25 - 45,F,0
0,Male,Hispanic,Greater than 45,M,0
6,Male,Caucasian,25 - 45,F,1
2,Male,African-American,Less than 25,M,1
2,Male,Hispanic,25 - 45,M,0
2,Male,African-American,25 - 45,F,0
3,Male,African-American,25 - 45,F,0
2,Male,Caucasian,25 - 45,M,1
3,Male,Caucasian,Less than 25,F,1
0,Male,African-American,25 - 45,F,0
0,Male,Other,Less than 25,F,1
19,Male,African-American,25 - 45,F,1
0,Male,Caucasian,25 - 45,F,0
3,Male,African-American,Less than 25,F,0
0,Male,African-American,25 - 45,M,0
6,Male,African-American,25 - 45,F,1
3,Female,African-American,25 - 45,F,1
0,Female,Caucasian,25 - 45,F,1
0,Male,Other,25 - 45,F,1
24,Male,African-American,25 - 45,F,1
2,Male,African-American,Less than 25,F,1
2,Male,Other,25 - 45,F,0
4,Male,African-American,Less than 25,F,1
1,Male,African-American,25 - 45,M,1
0,Female,Caucasian,25 - 45,F,1
0,Male,African-American,25 - 45,M,1
0,Male,Caucasian,25 - 45,F,1
0,Male,Caucasian,25 - 45,F,0
2,Male,African-American,25 - 45,F,1
1,Male,African-American,Less than 25,F,1
0,Female,African-American,25 - 45,F,0
0,Male,African-American,25 - 45,M,0
0,Male,Hispanic,25 - 45,F,0
4,Female,Caucasian,Greater than 45,M,0
2,Female,Caucasian,25 - 45,M,0
0,Male,Native American,Less than 25,M,1
0,Male,Other,25 - 45,F,0
1,Male,Caucasian,Less than 25,F,0
2,Female,Caucasian,Less than 25,F,0
1,Male,Hispanic,Greater than 45,F,0
11,Female,African-American,Less than 25,M,1
3,Male,Caucasian,25 - 45,F,0
1,Female,African-American,25 - 45,M,0
4,Male,African-American,25 - 45,F,1
8,Male,African-American,Greater than 45,M,0
15,Male,African-American,25 - 45,F,1
2,Male,African-American,Less than 25,M,1
3,Male,African-American,25 - 45,M,1
0,Female,African-American,25 - 45,F,0
5,Male,African-American,25 - 45,F,1
2,Male,Caucasian,Less than 25,F,1
1,Male,African-American,Less than 25,F,0
1,Male,Caucasian,Greater than 45,F,1
2,Male,African-American,Less than 25,F,1
12,Male,Caucasian,25 - 45,F,0
0,Male,Asian,25 - 45,M,0
0,Male,African-American,Less than 25,F,1
2,Male,African-American,Greater than 45,F,0
0,Male,African-American,Less than 25,M,1
1,Male,Caucasian,25 - 45,F,0
17,Male,African-American,25 - 45,F,1
1,Male,Hispanic,Greater than 45,M,0
1,Female,Other,25 - 45,F,0
2,Female,African-American,25 - 45,M,0
4,Male,Caucasian,25 - 45,M,1
6,Male,African-American,25 - 45,F,1
9,Female,Caucasian,Less than 25,M,1
1,Male,African-American,Less than 25,F,1
3,Female,African-American,25 - 45,F,1
1,Male,Caucasian,Greater than 45,F,0
5,Male,African-American,25 - 45,M,0
0,Male,Caucasian,25 - 45,F,1
3,Male,African-American,Less than 25,F,1
2,Male,Hispanic,25 - 45,M,0
0,Female,Caucasian,Greater than 45,F,0
1,Male,African-American,Less than 25,F,0
0,Male,Caucasian,25 - 45,F,1
0,Male,Caucasian,25 - 45,M,0
1,Male,African-American,Less than 25,F,0
0,Male,African-American,Greater than 45,F,1
0,Male,African-American,25 - 45,F,0
0,Male,African-American,Less than 25,F,0
5,Male,African-American,25 - 45,F,0
8,Male,African-American,25 - 45,M,0
0,Male,Caucasian,Less than 25,M,1
2,Male,Caucasian,25 - 45,F,0
1,Male,African-American,Less than 25,F,0
0,Female,African-American,25 - 45,F,0
20,Female,Caucasian,25 - 45,F,1
1,Male,African-American,25 - 45,F,1
5,Male,African-American,25 - 45,F,0
2,Male,Other,Less than 25,F,0
0,Male,Other,25 - 45,F,1
1,Female,African-American,25 - 45,M,0
1,Male,African-American,Less than 25,F,0
1,Male,Hispanic,25 - 45,F,1
0,Male,Caucasian,Greater than 45,F,0
0,Female,African-American,Less than 25,M,0
0,Female,African-American,25 - 45,F,0
13,Male,African-American,25 - 45,F,1
13,Male,African-American,25 - 45,M,1
1,Male,Caucasian,Greater than 45,M,0
1,Male,African-American,25 - 45,M,1
0,Male,African-American,Less than 25,F,0
5,Male,African-American,25 - 45,F,1
10,Male,African-American,25 - 45,F,1
3,Male,Hispanic,25 - 45,M,1
3,Male,Caucasian,Greater than 45,M,1
2,Male,African-American,Less than 25,F,1
0,Male,Caucasian,Less than 25,F,0
0,Male,Caucasian,25 - 45,M,0
0,Female,Other,Less than 25,M,0
2,Male,Caucasian,25 - 45,F,1
4,Male,African-American,25 - 45,F,1
0,Male,Caucasian,Greater than 45,M,0
1,Male,Caucasian,Greater than 45,M,0
6,Male,African-American,Greater than 45,M,0
1,Male,African-American,Less than 25,F,0
4,Male,African-American,25 - 45,F,1
0,Male,Caucasian,Less than 25,F,0
2,Male,Caucasian,25 - 45,F,0
0,Male,Caucasian,Less than 25,F,1
3,Male,African-American,25 - 45,M,1
8,Female,African-American,25 - 45,F,1
0,Male,Hispanic,25 - 45,M,1
1,Male,Caucasian,25 - 45,F,0
0,Male,African-American,Less than 25,F,1
1,Female,African-American,25 - 45,M,0
0,Female,African-American,Less than 25,F,1
4,Male,Caucasian,Greater than 45,M,0
0,Male,Caucasian,Less than 25,F,0
0,Male,African-American,Less than 25,F,1
1,Male,Caucasian,25 - 45,M,0
1,Female,African-American,25 - 45,F,0
11,Male,Caucasian,25 - 45,F,1
1,Male,African-American,25 - 45,F,0
0,Male,Hispanic,25 - 45,M,0
0,Male,African-American,25 - 45,F,0
0,Male,African-American,Less than 25,F,1
1,Male,African-American,Less than 25,F,1
3,Male,Caucasian,25 - 45,F,0
1,Male,African-American,Less than 25,F,1
0,Male,African-American,25 - 45,M,1
0,Female,African-American,25 - 45,M,0
1,Male,African-American,25 - 45,F,0
0,Female,Caucasian,Less than 25,M,0
7,Male,African-American,25 - 45,F,1
1,Male,African-American,25 - 45,F,1
0,Female,Hispanic,25 - 45,F,0
2,Male,Caucasian,25 - 45,F,0
0,Male,Caucasian,Less than 25,M,1
9,Female,African-American,25 - 45,M,0
3,Male,African-American,25 - 45,F,1
1,Male,Caucasian,25 - 45,F,1
1,Male,African-American,25 - 45,F,1
1,Male,Caucasian,25 - 45,F,0
2,Male,Hispanic,25 - 45,F,1
1,Female,African-American,Greater than 45,F,0
6,Male,African-American,25 - 45,F,1
5,Male,Caucasian,Greater than 45,M,0
11,Female,African-American,Greater than 45,F,1
2,Male,Hispanic,Less than 25,F,1
3,Male,Caucasian,Less than 25,F,0
2,Male,Caucasian,Less than 25,M,0
0,Female,Caucasian,Greater than 45,F,0
0,Male,African-American,25 - 45,F,0
0,Male,African-American,Less than 25,M,1
1,Male,Hispanic,25 - 45,F,1
0,Female,Other,Less than 25,M,0
0,Female,Caucasian,Greater than 45,M,0
0,Male,Caucasian,Less than 25,M,0
8,Male,Caucasian,25 - 45,F,0
3,Male,Caucasian,25 - 45,F,1
10,Male,Caucasian,25 - 45,F,0
1,Male,African-American,25 - 45,F,0
1,Female,Caucasian,25 - 45,M,0
3,Male,Caucasian,25 - 45,F,0
3,Female,African-American,25 - 45,M,0
3,Female,African-American,Less than 25,M,0
0,Male,African-American,25 - 45,F,0
0,Male,African-American,25 - 45,F,0
9,Male,Caucasian,Greater than 45,M,1
16,Male,African-American,25 - 45,F,1
1,Female,Caucasian,Greater than 45,M,0
1,Male,African-American,25 - 45,F,1
0,Female,Hispanic,25 - 45,M,0
2,Female,African-American,25 - 45,M,0
2,Female,Caucasian,Greater than 45,F,1
0,Male,African-American,25 - 45,M,1
2,Male,Other,25 - 45,M,0
0,Male,Other,25 - 45,F,0
6,Male,African-American,25 - 45,M,1
14,Male,Hispanic,25 - 45,F,1
2,Male,African-American,25 - 45,F,1
4,Male,African-American,Less than 25,F,1
1,Male,Hispanic,25 - 45,F,1
0,Female,Hispanic,Greater than 45,M,0
6,Male,African-American,25 - 45,F,0
0,Male,Other,25 - 45,M,0
11,Male,African-American,25 - 45,F,1
0,Male,Other,Greater than 45,F,0
0,Male,Caucasian,Greater than 45,M,0
1,Male,African-American,Greater than 45,M,1
11,Male,Caucasian,25 - 45,M,1
1,Female,African-American,Less than 25,F,0
26,Male,Caucasian,Greater than 45,F,1
2,Male,Caucasian,Greater than 45,M,1
1,Male,Hispanic,Greater than 45,F,0
0,Male,African-American,25 - 45,F,0
0,Male,Other,25 - 45,F,0
1,Male,African-American,Greater than 45,F,0
3,Male,African-American,Less than 25,F,1
16,Male,Caucasian,25 - 45,F,1
0,Male,Other,25 - 45,M,1
0,Male,Caucasian,Less than 25,F,1
0,Male,African-American,25 - 45,F,0
0,Male,Caucasian,Greater than 45,M,0
0,Female,African-American,25 - 45,M,0
9,Male,Hispanic,25 - 45,F,0
2,Male,Hispanic,25 - 45,M,1
0,Male,African-American,25 - 45,F,0
1,Male,Caucasian,25 - 45,F,1
18,Male,African-American,Greater than 45,F,0
4,Male,African-American,Less than 25,F,0
0,Male,African-American,Greater than 45,F,1
2,Male,African-American,Greater than 45,F,0
0,Male,African-American,Less than 25,M,0
3,Male,African-American,Greater than 45,F,1
1,Male,Caucasian,25 - 45,F,1
